Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_538,22,Female,Self-Employed,98610,2,LN_538,1914445,36,17.399088145762555,1796870,166305,5019,Delayed,4,59,Partially Recovered,2,Settlement Offer,Yes
BRW_539,20,Female,Business,72142,1,LN_539,284196,68,7.629603628684903,526701,16304,13419,On-Time,8,92,Not Recovered,3,Legal Notice,No
BRW_540,52,Female,Self-Employed,76307,3,LN_540,257609,66,17.240984816838424,1582369,273438,34697,Missed,8,82,Not Recovered,3,Legal Notice,Yes
BRW_541,59,Female,Self-Employed,155565,3,LN_541,725302,27,7.555581316210872,776041,288569,20396,On-Time,5,82,Not Recovered,7,Debt Collectors,No
BRW_542,29,Male,Salaried,70085,1,LN_542,333006,25,13.020352185261528,1181753,724071,40032,On-Time,0,76,Fully Recovered,5,Legal Notice,No
BRW_543,62,Male,Salaried,54228,0,LN_543,323813,50,16.79485042801194,1247752,110777,30892,On-Time,9,25,Fully Recovered,6,Debt Collectors,No
BRW_544,63,Female,Self-Employed,182727,2,LN_544,957651,39,9.88993037917433,390447,402641,8973,Missed,6,20,Partially Recovered,8,Debt Collectors,Yes
BRW_545,48,Male,Business,63472,2,LN_545,759132,62,12.194733488396743,500850,615837,43465,Delayed,5,119,Partially Recovered,5,Settlement Offer,Yes
BRW_546,32,Male,Salaried,69437,3,LN_546,1900924,60,10.567617670506632,1163473,617752,22113,Missed,8,129,Partially Recovered,2,Legal Notice,Yes
BRW_547,31,Male,Business,79711,2,LN_547,323022,20,17.473583087839863,1106984,962494,12136,Delayed,6,174,Fully Recovered,2,Debt Collectors,Yes
BRW_548,50,Female,Business,157888,1,LN_548,839417,69,16.060101542284,116908,631036,20203,Missed,3,107,Partially Recovered,2,Emails,Yes
BRW_549,65,Female,Self-Employed,97175,0,LN_549,541121,56,14.799016624590175,2343145,466962,32285,Missed,6,157,Partially Recovered,9,Emails,Yes
BRW_550,21,Female,Self-Employed,84307,1,LN_550,1303296,33,13.463896852766196,1652595,854727,24039,Missed,1,26,Fully Recovered,1,Legal Notice,No
BRW_551,69,Male,Self-Employed,66733,4,LN_551,1664099,43,16.02650968256563,851563,802523,2184,Delayed,5,70,Not Recovered,0,Settlement Offer,Yes
BRW_552,54,Female,Self-Employed,148202,3,LN_552,331075,80,11.314937456759019,850712,906375,23727,Missed,5,147,Fully Recovered,9,Settlement Offer,No
BRW_553,42,Female,Salaried,115028,2,LN_553,1191452,80,11.92307040616668,1166374,254174,17911,On-Time,1,49,Partially Recovered,0,Debt Collectors,No
BRW_554,36,Male,Salaried,162312,4,LN_554,574624,53,15.030018931889476,641142,655362,1916,Missed,3,94,Fully Recovered,3,Legal Notice,Yes
BRW_555,45,Female,Self-Employed,112493,2,LN_555,879365,64,10.935302396230856,237902,253890,4574,On-Time,7,22,Not Recovered,2,Emails,Yes
BRW_556,27,Female,Salaried,145149,0,LN_556,1052403,70,7.702910362532112,2417999,574699,37087,Delayed,7,140,Not Recovered,4,Debt Collectors,Yes
BRW_557,48,Male,Self-Employed,183834,0,LN_557,1406256,50,7.817680697746786,2160231,434174,18790,Delayed,7,80,Not Recovered,8,Debt Collectors,Yes
BRW_558,45,Male,Business,28259,0,LN_558,643792,26,8.268990814362743,1594441,258901,18625,Missed,7,131,Not Recovered,7,Calls,Yes
BRW_559,29,Male,Business,148775,2,LN_559,673502,82,16.56649455678029,310258,95696,6206,Missed,0,141,Not Recovered,8,Legal Notice,Yes
BRW_560,45,Female,Business,34849,4,LN_560,1280796,40,12.194490683318246,482450,676067,20517,Missed,1,19,Not Recovered,4,Debt Collectors,No
BRW_561,53,Female,Self-Employed,101768,0,LN_561,163936,14,14.841706062792102,1898238,670608,38696,On-Time,3,123,Partially Recovered,7,Emails,No
BRW_562,60,Female,Business,126108,4,LN_562,66279,21,11.322002691653825,1736916,595597,17105,Delayed,8,12,Partially Recovered,3,Calls,No
BRW_563,26,Male,Salaried,109709,2,LN_563,1298313,40,9.845820421571979,1115770,733682,36656,On-Time,2,2,Fully Recovered,4,Emails,No
BRW_564,23,Male,Business,74869,4,LN_564,1202327,46,10.819113843184331,1519598,969224,3690,On-Time,5,174,Partially Recovered,2,Settlement Offer,No
BRW_565,69,Female,Business,146888,2,LN_565,1465153,17,15.73600579848902,2209485,670397,37859,Missed,6,130,Not Recovered,4,Calls,No
BRW_566,64,Female,Business,83095,2,LN_566,1169962,23,13.87737737534582,45807,67421,47728,Missed,7,128,Partially Recovered,2,Calls,Yes
BRW_567,30,Male,Salaried,137886,3,LN_567,136124,49,17.314037579536922,1566089,236436,1690,On-Time,6,89,Fully Recovered,4,Debt Collectors,Yes
BRW_568,48,Male,Self-Employed,90910,2,LN_568,1466470,30,14.476752564345173,1435986,475083,26103,On-Time,2,151,Not Recovered,4,Settlement Offer,Yes
BRW_569,55,Male,Salaried,43567,2,LN_569,1962493,78,13.271997949301634,660501,302756,35263,Missed,5,34,Partially Recovered,5,Debt Collectors,No
BRW_570,44,Male,Self-Employed,55292,1,LN_570,386199,19,13.71215609884418,1558274,481247,12085,Missed,4,13,Partially Recovered,8,Legal Notice,No
BRW_571,40,Female,Self-Employed,94813,0,LN_571,141911,19,17.36608583415256,628580,537738,26825,On-Time,9,140,Fully Recovered,0,Emails,No
BRW_572,55,Male,Business,117136,3,LN_572,935050,58,15.670210228533767,647272,9491,11720,Missed,3,174,Not Recovered,9,Emails,Yes
BRW_573,29,Female,Self-Employed,71631,3,LN_573,1569065,15,7.264453611030816,538065,117026,39641,Missed,0,49,Fully Recovered,5,Debt Collectors,Yes
BRW_574,56,Female,Salaried,29885,3,LN_574,772030,62,12.87553665749267,309963,74804,38271,On-Time,6,77,Not Recovered,0,Emails,Yes
BRW_575,28,Female,Salaried,86314,1,LN_575,1043978,78,14.571722527012213,1183493,511662,12720,On-Time,7,153,Not Recovered,5,Emails,No
BRW_576,43,Male,Self-Employed,85087,2,LN_576,497244,56,15.235683262830705,547578,879725,47732,Delayed,1,2,Partially Recovered,1,Legal Notice,No
BRW_577,54,Male,Business,180237,0,LN_577,1319670,19,9.344563312453303,1423271,643786,1897,On-Time,6,178,Fully Recovered,7,Settlement Offer,No
BRW_578,68,Male,Business,115998,4,LN_578,426036,27,16.538950898964874,423915,762803,18094,Missed,5,39,Fully Recovered,2,Calls,Yes
BRW_579,54,Male,Salaried,69812,2,LN_579,287723,78,17.5142746189268,2272476,924295,37463,On-Time,4,163,Fully Recovered,9,Debt Collectors,No
BRW_580,67,Female,Business,78643,1,LN_580,1431848,20,9.603868364293568,1933690,891907,36454,On-Time,3,50,Not Recovered,5,Debt Collectors,Yes
BRW_581,55,Male,Self-Employed,64900,2,LN_581,1509900,71,16.708770032689703,1707229,814746,24572,On-Time,1,0,Fully Recovered,5,Legal Notice,Yes
BRW_582,37,Male,Self-Employed,194018,2,LN_582,888927,82,8.066766387677049,1551726,838315,39546,Delayed,9,103,Not Recovered,3,Legal Notice,Yes
BRW_583,68,Female,Salaried,158923,1,LN_583,132806,26,7.612775197267697,843521,487335,16150,Delayed,5,160,Fully Recovered,4,Calls,Yes
BRW_584,58,Male,Self-Employed,36288,3,LN_584,1978193,82,8.421461801130242,2488009,349230,17799,Missed,4,134,Fully Recovered,1,Settlement Offer,Yes
BRW_585,51,Female,Salaried,92692,3,LN_585,781893,52,7.635151874137396,197345,720989,10663,Delayed,1,116,Partially Recovered,9,Debt Collectors,Yes
BRW_586,43,Female,Self-Employed,158440,0,LN_586,1328673,33,16.295134608713536,1650870,363435,37948,On-Time,9,115,Fully Recovered,9,Legal Notice,Yes
BRW_587,42,Female,Salaried,105436,0,LN_587,1024334,35,7.649551589040992,1325499,242223,38030,Delayed,6,51,Partially Recovered,7,Debt Collectors,No
BRW_588,51,Female,Business,66403,3,LN_588,1042144,55,9.98830610500021,1492832,534255,28007,On-Time,5,119,Partially Recovered,9,Emails,Yes
BRW_589,56,Female,Self-Employed,111170,4,LN_589,247478,12,8.14131977889442,808062,212826,36283,Delayed,8,138,Not Recovered,6,Debt Collectors,No
BRW_590,31,Female,Self-Employed,29168,2,LN_590,537436,21,10.249642399451414,639724,305364,26671,Delayed,9,154,Fully Recovered,9,Settlement Offer,Yes
BRW_591,68,Female,Salaried,69879,4,LN_591,1793455,83,7.996154143610125,667538,729523,26385,Delayed,4,141,Fully Recovered,5,Settlement Offer,Yes
BRW_592,32,Female,Salaried,79871,2,LN_592,1410369,67,14.348035758173154,413151,922451,12236,On-Time,8,85,Fully Recovered,6,Debt Collectors,Yes
BRW_593,42,Male,Self-Employed,52174,3,LN_593,1788460,61,8.466594979768328,2013338,694779,23024,Delayed,8,45,Partially Recovered,0,Emails,No
BRW_594,44,Male,Salaried,157653,0,LN_594,539709,23,16.370305184227767,678387,318275,47872,On-Time,0,75,Fully Recovered,4,Settlement Offer,Yes
BRW_595,54,Male,Self-Employed,130155,0,LN_595,1787821,71,15.98910155799305,2062624,481930,40384,On-Time,4,9,Not Recovered,6,Legal Notice,Yes
BRW_596,60,Male,Business,91853,4,LN_596,487585,37,7.1502785401767035,451069,28876,18376,Missed,8,151,Not Recovered,0,Debt Collectors,No
BRW_597,49,Female,Salaried,84046,0,LN_597,1330780,52,16.85298991066626,1947175,743804,38138,Delayed,6,60,Fully Recovered,1,Emails,No
BRW_598,36,Male,Self-Employed,69678,3,LN_598,407546,47,7.3183874841770375,67359,887880,19157,Missed,5,17,Partially Recovered,8,Legal Notice,No
BRW_599,68,Female,Business,46649,4,LN_599,867108,34,9.636103634533123,2300612,675331,20945,Missed,5,85,Not Recovered,2,Debt Collectors,No
BRW_600,39,Male,Business,147795,2,LN_600,900525,54,7.356280515535945,2042749,980043,37584,On-Time,6,136,Not Recovered,5,Emails,Yes
BRW_601,67,Male,Self-Employed,108668,0,LN_601,1539556,17,10.694278357432475,1325831,229192,24017,Delayed,0,144,Partially Recovered,6,Legal Notice,Yes
BRW_602,44,Male,Salaried,165639,1,LN_602,231871,80,12.652531782845987,784681,311372,2756,On-Time,3,127,Not Recovered,8,Settlement Offer,No
BRW_603,41,Female,Self-Employed,109906,0,LN_603,391558,54,15.763093559166519,286305,254767,36141,On-Time,0,103,Partially Recovered,4,Debt Collectors,Yes
BRW_604,32,Male,Business,116019,2,LN_604,548512,36,10.717797055168198,905352,860927,3576,Delayed,5,140,Not Recovered,3,Debt Collectors,No
BRW_605,38,Female,Self-Employed,98002,4,LN_605,1453815,29,14.760390271404283,891255,252313,26467,On-Time,3,177,Partially Recovered,1,Settlement Offer,No
BRW_606,68,Female,Salaried,48803,2,LN_606,817442,73,9.062549028308784,1960022,28261,37952,Delayed,0,100,Not Recovered,2,Calls,No
BRW_607,55,Male,Business,169302,1,LN_607,1695171,24,15.25658302418539,2426609,106601,32205,Delayed,8,5,Fully Recovered,4,Legal Notice,Yes
BRW_608,31,Male,Self-Employed,168934,3,LN_608,525278,54,9.595962665001613,2278598,61260,36165,On-Time,3,84,Not Recovered,1,Settlement Offer,No
BRW_609,60,Male,Salaried,194427,0,LN_609,1980440,39,8.578992315381447,417230,498214,13674,On-Time,5,50,Not Recovered,3,Debt Collectors,Yes
BRW_610,38,Female,Business,182331,4,LN_610,344067,29,9.039497354114598,1653172,474587,44094,Missed,6,35,Fully Recovered,0,Legal Notice,Yes
BRW_611,31,Male,Salaried,50795,3,LN_611,429593,70,9.00269441770041,1881397,396562,44314,On-Time,7,70,Fully Recovered,3,Legal Notice,Yes
BRW_612,28,Female,Business,28770,2,LN_612,544955,71,12.641491673146902,411377,489170,23353,Delayed,8,99,Fully Recovered,6,Calls,No
BRW_613,26,Female,Self-Employed,31093,4,LN_613,1334574,74,16.29277339306961,1680664,580464,30849,Missed,8,24,Fully Recovered,2,Debt Collectors,Yes
BRW_614,47,Male,Salaried,197643,3,LN_614,1570180,68,7.875655846917562,2478843,314444,5535,Delayed,7,138,Partially Recovered,9,Emails,No
BRW_615,33,Male,Business,151265,4,LN_615,1932582,62,14.77651950342765,762557,142412,48367,Missed,9,43,Partially Recovered,7,Calls,Yes
BRW_616,50,Female,Salaried,120311,1,LN_616,1535183,67,14.197811056181434,1073078,517561,42936,On-Time,2,13,Not Recovered,5,Calls,Yes
BRW_617,38,Female,Salaried,37569,1,LN_617,1096195,38,16.597719470122986,35757,819444,18118,On-Time,1,28,Not Recovered,5,Emails,Yes
BRW_618,66,Female,Self-Employed,31190,0,LN_618,696045,43,9.68562316557598,582933,690753,1632,On-Time,4,73,Not Recovered,0,Emails,No
BRW_619,35,Male,Salaried,82824,0,LN_619,1676528,20,11.951208445535325,321199,626441,14280,Delayed,0,49,Partially Recovered,4,Calls,No
BRW_620,24,Female,Business,193824,1,LN_620,1952392,79,17.184101118878694,1168391,468349,15746,Missed,2,4,Not Recovered,2,Legal Notice,No
BRW_621,54,Male,Business,183399,4,LN_621,867459,57,14.25992795148849,926502,943061,38036,Delayed,0,109,Not Recovered,9,Settlement Offer,No
BRW_622,31,Female,Business,62070,1,LN_622,740824,78,11.276452541477566,1411746,981708,20285,Missed,2,121,Partially Recovered,0,Settlement Offer,Yes
BRW_623,44,Female,Business,60197,0,LN_623,1395205,37,8.445536211407953,2429488,859705,19047,On-Time,3,87,Not Recovered,7,Calls,Yes
BRW_624,40,Male,Self-Employed,22261,1,LN_624,1358014,19,9.887335086906502,2278701,898760,49089,Delayed,6,56,Partially Recovered,6,Legal Notice,No
BRW_625,55,Female,Salaried,177584,1,LN_625,200528,17,13.393370252383217,2265125,896736,11207,On-Time,4,25,Partially Recovered,6,Emails,No
BRW_626,42,Male,Self-Employed,157788,4,LN_626,518011,35,14.899847423165651,746631,368781,6591,Delayed,4,5,Fully Recovered,9,Calls,No
BRW_627,35,Male,Salaried,106795,3,LN_627,347698,59,8.368640755370828,29092,672636,28757,On-Time,0,143,Fully Recovered,9,Debt Collectors,No
BRW_628,58,Female,Salaried,48933,0,LN_628,1407642,56,13.595569860484595,918746,316783,17226,Delayed,7,59,Partially Recovered,9,Legal Notice,Yes
BRW_629,64,Male,Salaried,155450,4,LN_629,1374129,24,13.053864067226261,657191,384083,30732,Delayed,3,99,Partially Recovered,3,Debt Collectors,No
BRW_630,61,Male,Self-Employed,60583,1,LN_630,774687,80,12.653509913597787,2410017,531598,28206,Missed,9,11,Fully Recovered,5,Debt Collectors,No
BRW_631,58,Female,Salaried,132082,1,LN_631,796760,36,14.591354294502088,2387807,690527,21256,On-Time,4,74,Not Recovered,8,Calls,Yes
BRW_632,33,Male,Self-Employed,105371,3,LN_632,348783,31,16.21194554591808,2169934,365088,34822,Missed,1,2,Not Recovered,2,Legal Notice,No
BRW_633,50,Male,Business,180105,0,LN_633,1329758,77,10.552886514945552,883435,478096,42340,Missed,0,62,Not Recovered,8,Debt Collectors,Yes
BRW_634,24,Male,Business,175072,0,LN_634,1555419,56,16.779134091220556,1890576,665751,47347,On-Time,8,133,Partially Recovered,3,Legal Notice,No
BRW_635,54,Female,Salaried,131032,2,LN_635,1904700,58,8.766969738804057,1939309,122013,44351,Delayed,1,18,Fully Recovered,4,Settlement Offer,Yes
BRW_636,42,Male,Self-Employed,62604,0,LN_636,1187613,74,8.903262567262807,207580,181693,41775,Missed,5,17,Not Recovered,6,Debt Collectors,No
BRW_637,48,Female,Business,115074,3,LN_637,1832776,66,9.934492699863164,769032,666252,49671,On-Time,0,79,Fully Recovered,5,Debt Collectors,No
BRW_638,62,Female,Self-Employed,93869,2,LN_638,1808136,30,8.314839565017856,1672992,863165,10784,Delayed,0,170,Fully Recovered,9,Legal Notice,No
BRW_639,30,Male,Self-Employed,25410,2,LN_639,798423,46,9.533511471511654,547952,733946,38029,Missed,8,72,Partially Recovered,7,Settlement Offer,No
BRW_640,37,Male,Salaried,103375,1,LN_640,1287063,64,8.170529391931291,1823948,953646,36157,Missed,3,130,Not Recovered,7,Debt Collectors,No
BRW_641,66,Male,Business,116055,1,LN_641,68074,37,16.039276586839293,164244,438895,20937,Missed,8,125,Fully Recovered,7,Calls,Yes
BRW_642,31,Female,Salaried,157868,0,LN_642,720909,25,8.52865891075287,476857,172687,47707,Delayed,4,71,Partially Recovered,2,Legal Notice,No
BRW_643,28,Male,Salaried,106716,2,LN_643,1390683,56,15.220273133158425,1112916,178625,12219,Missed,6,37,Partially Recovered,9,Legal Notice,Yes
BRW_644,29,Male,Business,74245,1,LN_644,1583248,55,7.527052547046671,1660100,109264,10399,Delayed,0,67,Partially Recovered,5,Debt Collectors,Yes
BRW_645,63,Male,Business,63056,3,LN_645,1850298,76,17.433723602653068,11017,603359,34312,Missed,5,171,Not Recovered,6,Settlement Offer,Yes
BRW_646,36,Male,Self-Employed,168781,1,LN_646,806967,62,14.822760962805429,1871621,696362,28657,On-Time,7,79,Not Recovered,8,Debt Collectors,Yes
BRW_647,57,Male,Business,78557,1,LN_647,626553,54,7.07476203444723,2368787,384755,21047,Missed,0,41,Partially Recovered,9,Emails,No
BRW_648,26,Female,Self-Employed,37543,2,LN_648,66061,34,15.402421502202355,209720,70658,36007,On-Time,8,63,Not Recovered,9,Debt Collectors,No
BRW_649,65,Female,Self-Employed,188490,2,LN_649,1550018,67,12.654901128428039,2218222,534140,11559,On-Time,2,77,Not Recovered,3,Emails,No
BRW_650,32,Male,Self-Employed,116038,4,LN_650,1258458,30,15.573016873686317,1800493,267531,21157,On-Time,0,126,Fully Recovered,4,Calls,No
BRW_651,59,Male,Business,167796,3,LN_651,503222,66,12.747464897796473,2359664,389715,36395,Delayed,0,104,Partially Recovered,7,Legal Notice,Yes
BRW_652,61,Male,Salaried,23828,2,LN_652,687790,71,14.0512734339889,2132162,883727,7618,On-Time,5,75,Partially Recovered,0,Legal Notice,Yes
BRW_653,28,Male,Self-Employed,136656,0,LN_653,1383520,70,15.649648209345445,1695625,654669,45891,Missed,5,164,Not Recovered,5,Settlement Offer,Yes
BRW_654,69,Female,Salaried,37087,3,LN_654,1476912,44,11.456188600466424,778928,302138,7780,Delayed,0,131,Partially Recovered,3,Debt Collectors,No
BRW_655,46,Male,Salaried,163677,3,LN_655,552175,30,7.029789648024973,1962160,234484,28050,On-Time,2,129,Partially Recovered,4,Calls,No
BRW_656,21,Female,Business,51337,2,LN_656,1355081,39,16.349411455397075,1734872,379056,9015,Delayed,6,121,Partially Recovered,4,Emails,No
BRW_657,24,Female,Salaried,156554,3,LN_657,681516,63,11.189793988871289,1651722,426941,4130,Delayed,9,43,Not Recovered,1,Settlement Offer,No
BRW_658,48,Male,Salaried,85333,2,LN_658,256548,60,12.456469986182412,37493,728042,29083,Delayed,2,101,Not Recovered,7,Calls,Yes
BRW_659,56,Female,Business,156535,1,LN_659,1561252,48,7.085433063693656,1150311,655920,17480,Missed,2,61,Not Recovered,1,Calls,No
BRW_660,57,Female,Self-Employed,90448,4,LN_660,500983,37,12.413012113851078,1595776,386354,48599,On-Time,2,0,Fully Recovered,3,Emails,No
BRW_661,38,Female,Salaried,24648,1,LN_661,1913062,51,17.851361417289027,2068535,842997,36476,Delayed,6,16,Partially Recovered,4,Emails,Yes
BRW_662,27,Female,Business,150576,2,LN_662,518535,49,10.060944269006466,631581,263456,39165,Delayed,3,15,Fully Recovered,0,Legal Notice,Yes
BRW_663,67,Male,Salaried,53623,2,LN_663,546005,65,11.34960097266616,1686519,935709,12528,Delayed,3,8,Not Recovered,5,Debt Collectors,No
BRW_664,64,Male,Salaried,55634,1,LN_664,750757,33,14.559089961155443,621747,388026,6914,On-Time,2,58,Fully Recovered,1,Settlement Offer,No
BRW_665,20,Female,Self-Employed,195674,0,LN_665,1111809,27,15.962730342760246,2495902,929099,38136,Delayed,9,118,Partially Recovered,4,Debt Collectors,Yes
BRW_666,41,Male,Salaried,134598,0,LN_666,816565,39,11.591307864067105,1281258,87566,12179,Delayed,8,136,Partially Recovered,5,Settlement Offer,No
BRW_667,36,Male,Business,69334,0,LN_667,533236,46,10.406357574414217,428886,283473,21472,Missed,1,139,Not Recovered,7,Calls,Yes
BRW_668,26,Male,Salaried,88648,2,LN_668,1779004,71,17.316083799835738,229171,234750,13076,On-Time,3,118,Not Recovered,8,Emails,Yes
BRW_669,44,Male,Self-Employed,42054,3,LN_669,902159,56,14.44859463338836,167558,854619,25783,Missed,7,40,Fully Recovered,5,Emails,No
BRW_670,64,Male,Self-Employed,90028,2,LN_670,1975618,57,8.309234349424552,983061,599830,47716,On-Time,5,142,Not Recovered,4,Calls,Yes
BRW_671,23,Female,Business,42207,3,LN_671,1431173,83,7.758206659481135,296412,108237,14824,On-Time,6,65,Fully Recovered,3,Calls,No
BRW_672,55,Male,Self-Employed,101554,1,LN_672,678423,66,12.31904835869406,2204490,519904,5299,On-Time,6,74,Partially Recovered,1,Settlement Offer,No
BRW_673,25,Male,Salaried,172458,4,LN_673,1517624,37,9.420990726519996,2385632,376620,47888,Missed,1,10,Partially Recovered,1,Calls,No
BRW_674,50,Male,Self-Employed,103276,3,LN_674,420608,36,9.793832287138788,1343679,297789,9118,Missed,3,7,Partially Recovered,6,Settlement Offer,No
BRW_675,38,Male,Business,72781,0,LN_675,267314,76,16.65461396710633,2241530,87502,11756,Missed,9,133,Partially Recovered,4,Debt Collectors,Yes
BRW_676,63,Female,Self-Employed,195271,2,LN_676,587970,17,7.985226267479417,2274406,486598,8953,Missed,9,147,Partially Recovered,6,Emails,No
BRW_677,58,Female,Self-Employed,81035,1,LN_677,1584090,34,14.869005267517785,1498118,349454,38552,Delayed,5,166,Fully Recovered,0,Emails,No
BRW_678,46,Female,Self-Employed,28210,0,LN_678,204455,75,9.982564787186469,1800831,856051,16185,Delayed,2,98,Partially Recovered,0,Emails,Yes
BRW_679,29,Female,Business,64363,1,LN_679,1418880,54,15.363610435445514,1594362,819945,42792,Delayed,8,71,Fully Recovered,4,Debt Collectors,No
BRW_680,45,Male,Self-Employed,98279,4,LN_680,798692,34,14.946525229098992,2068710,533037,15674,On-Time,3,112,Partially Recovered,1,Debt Collectors,No
BRW_681,38,Female,Self-Employed,173504,2,LN_681,335810,41,7.081310915887223,2124349,686143,45476,Delayed,9,106,Fully Recovered,7,Legal Notice,No
BRW_682,58,Male,Salaried,154393,2,LN_682,1419537,29,12.600489542137591,1007705,584933,34927,On-Time,1,33,Fully Recovered,2,Settlement Offer,No
BRW_683,22,Male,Business,101348,4,LN_683,1714062,32,8.532514306158511,2205927,213933,1386,Missed,5,56,Fully Recovered,0,Settlement Offer,Yes
BRW_684,64,Male,Self-Employed,188455,2,LN_684,477858,68,16.528497336365444,846056,53175,27617,On-Time,0,116,Not Recovered,1,Legal Notice,Yes
BRW_685,32,Male,Business,133816,3,LN_685,1664694,34,16.587444711486473,316790,980213,8192,On-Time,5,119,Fully Recovered,9,Emails,No
BRW_686,69,Male,Self-Employed,143053,1,LN_686,1594859,56,11.601803882431339,1916195,148395,11745,Delayed,9,146,Fully Recovered,9,Settlement Offer,Yes
BRW_687,47,Female,Self-Employed,186892,0,LN_687,584522,55,11.888351802961886,45712,50762,31020,Missed,0,70,Partially Recovered,6,Settlement Offer,Yes
BRW_688,39,Female,Self-Employed,86262,4,LN_688,631904,58,10.336112333449798,2496641,588510,43678,Missed,7,158,Fully Recovered,5,Emails,Yes
BRW_689,47,Female,Salaried,154832,3,LN_689,321365,51,14.882669288560342,333964,427709,22159,Delayed,4,39,Fully Recovered,7,Calls,Yes
BRW_690,27,Female,Salaried,173262,0,LN_690,1241058,62,10.94527499329105,2222494,189400,4409,Missed,5,141,Not Recovered,6,Calls,No
BRW_691,60,Male,Salaried,87411,0,LN_691,1833991,53,9.945717219748971,1664092,255539,26745,Missed,1,102,Partially Recovered,9,Legal Notice,Yes
BRW_692,58,Female,Business,43377,4,LN_692,766773,18,11.754541654549591,336497,12213,46948,Missed,1,123,Not Recovered,7,Debt Collectors,No
BRW_693,20,Male,Business,197809,3,LN_693,1099627,61,8.006362702262045,487707,621655,30455,Delayed,8,122,Not Recovered,2,Settlement Offer,No
BRW_694,22,Female,Salaried,58211,0,LN_694,1995537,59,15.212635251086242,92091,702290,39910,Missed,2,99,Not Recovered,5,Settlement Offer,Yes
BRW_695,32,Male,Business,23744,0,LN_695,1699782,17,7.138560413989657,1396634,158785,39735,On-Time,5,164,Fully Recovered,6,Legal Notice,No
BRW_696,47,Male,Self-Employed,44995,3,LN_696,128116,20,14.089335676726533,1230478,631445,30166,On-Time,9,171,Not Recovered,9,Legal Notice,Yes
BRW_697,68,Female,Self-Employed,168049,2,LN_697,434370,68,9.011509794303596,893150,990227,40973,Missed,4,136,Not Recovered,0,Settlement Offer,No
BRW_698,44,Male,Self-Employed,54542,0,LN_698,1327507,42,9.556444508358545,2311712,753696,29072,Delayed,3,57,Partially Recovered,0,Emails,No
BRW_699,52,Male,Salaried,30651,1,LN_699,1405477,32,13.99195198504044,535827,32583,49774,Delayed,9,147,Partially Recovered,6,Emails,Yes
BRW_700,57,Female,Business,119239,3,LN_700,569385,51,17.922378123611978,932196,653080,13109,Delayed,1,108,Partially Recovered,2,Debt Collectors,No
BRW_701,25,Male,Salaried,98931,0,LN_701,1481728,56,15.554892379798057,2049736,79944,46802,Missed,7,120,Partially Recovered,2,Settlement Offer,Yes
BRW_702,63,Female,Business,122112,4,LN_702,1622138,60,9.484235954457311,1324054,22369,3484,Missed,9,91,Not Recovered,4,Settlement Offer,No
BRW_703,64,Female,Self-Employed,36715,1,LN_703,1831411,31,8.936272305452471,421743,703288,35622,On-Time,6,49,Partially Recovered,5,Settlement Offer,No
BRW_704,51,Female,Salaried,195481,0,LN_704,276572,28,16.528561572944376,1563482,986454,45399,Delayed,1,147,Fully Recovered,1,Settlement Offer,Yes
BRW_705,64,Male,Business,175378,1,LN_705,181379,39,11.886023427136546,1630872,902276,3597,On-Time,5,104,Not Recovered,2,Legal Notice,Yes
BRW_706,66,Male,Business,170158,1,LN_706,1679753,52,8.50758083110971,1525068,19510,41597,On-Time,7,163,Partially Recovered,5,Calls,Yes
BRW_707,40,Male,Self-Employed,165448,2,LN_707,1036399,77,16.48432565654132,1410038,12120,41954,Delayed,6,116,Not Recovered,2,Settlement Offer,No
BRW_708,35,Female,Salaried,81350,1,LN_708,276256,36,15.977015882056875,419924,624135,4983,Missed,0,26,Partially Recovered,4,Calls,Yes
BRW_709,40,Male,Salaried,91425,2,LN_709,872376,69,17.8229700028688,1714796,622863,40452,Missed,4,31,Not Recovered,8,Emails,Yes
BRW_710,30,Female,Salaried,187708,3,LN_710,935987,52,17.007180553839525,1983518,391413,44151,On-Time,1,0,Partially Recovered,2,Debt Collectors,Yes
BRW_711,56,Female,Self-Employed,106120,2,LN_711,612422,17,16.369693725265957,2164452,267439,18040,On-Time,5,16,Fully Recovered,5,Emails,Yes
BRW_712,55,Male,Salaried,134889,4,LN_712,470539,49,7.578318375921034,391407,544748,45772,On-Time,6,136,Partially Recovered,4,Settlement Offer,No
BRW_713,54,Female,Self-Employed,185682,0,LN_713,1607997,17,8.148569064479299,807274,539251,31554,On-Time,6,83,Not Recovered,4,Emails,No
BRW_714,38,Male,Self-Employed,161130,3,LN_714,252834,56,13.258815137345351,2135896,863548,28916,Delayed,2,44,Not Recovered,5,Legal Notice,No
BRW_715,39,Male,Self-Employed,94637,3,LN_715,1579017,25,12.84627170910003,378226,551616,45871,On-Time,6,65,Fully Recovered,5,Calls,No
BRW_716,37,Male,Business,90194,4,LN_716,1326155,77,12.037595359384891,2416738,871061,27372,On-Time,4,31,Not Recovered,0,Settlement Offer,No
